lon,lat,avg_wind_speed,city,day,hour
-121.925,37.4918,8.7,"Group 18 Bay",7,18
-121.925,37.4918,9.3,"Group 18 Bay",7,19
-121.925,37.4918,0.45,"Group 18 Bay",7,20
-121.943,37.3969,8.7,"Group 2 Bay",7,18
-121.943,37.3969,9.3,"Group 2 Bay",7,19
-121.943,37.3969,9.8,"Group 2 Bay",7,20
-121.94,37.4,4.6,"Group 2 Bay",4,19
-121.94,37.4,4.6,"Group 2 Bay",4,20
-121.94,37.4,3.35,"Group 2 Bay",4,21
-121.94,37.4,2.026666666666667,"Group 2 Bay",4,22
-121.94,37.4,4.252000000000001,"Group 2 Bay",4,23
-121.94,37.4,5.166666666666667,"Group 2 Bay",5,0
-121.94,37.4,6.1000000000000005,"Group 2 Bay",5,1
-121.94,37.4,6.366666666666667,"Group 2 Bay",5,2
-121.94,37.4,5.866666666666667,"Group 2 Bay",5,3
-121.94,37.4,5.300000000000001,"Group 2 Bay",5,4
-121.94,37.4,5.1000000000000005,"Group 2 Bay",5,5
-121.94,37.4,6.016666666666667,"Group 2 Bay",5,6
-121.94,37.4,4.866666666666667,"Group 2 Bay",5,7
-121.94,37.4,4.6000000000000005,"Group 2 Bay",5,8
-121.94,37.4,5.933333333333334,"Group 2 Bay",5,9
-121.94,37.4,4.12,"Group 2 Bay",5,10
-121.94,37.4,3.6,"Group 2 Bay",5,11
-121.94,37.4,5.666666666666667,"Group 2 Bay",5,12
-121.94,37.4,7.366666666666667,"Group 2 Bay",5,13
-121.94,37.4,8.033333333333333,"Group 2 Bay",5,14
-121.94,37.4,8.533333333333333,"Group 2 Bay",5,15
-121.94,37.4,8.7,"Group 2 Bay",5,16
-121.94,37.4,7.7,"Group 2 Bay",5,17
-121.94,37.4,6.2,"Group 2 Bay",5,19
-121.94,37.4,5.1,"Group 2 Bay",5,21
-121.94,37.4,3.6,"Group 2 Bay",5,22
-121.94,37.4,3.1,"Group 2 Bay",6,0
-121.94,37.4,3.1,"Group 2 Bay",6,2
-121.94,37.4,2.6,"Group 2 Bay",6,3
-121.94,37.4,1.08,"Group 2 Bay",6,5
-121.94,37.4,1.38,"Group 2 Bay",6,7
-121.94,37.4,2.61,"Group 2 Bay",6,8
-121.94,37.4,2.1,"Group 2 Bay",6,10
-121.94,37.4,2.6,"Group 2 Bay",6,12
-121.94,37.4,7.2,"Group 2 Bay",6,13
-121.94,37.4,8.2,"Group 2 Bay",6,15
-121.94,37.4,6.7,"Group 2 Bay",6,17
-121.94,37.4,7.7,"Group 2 Bay",6,18
-121.94,37.4,0.89,"Group 2 Bay",6,20
-121.94,37.4,1.34,"Group 2 Bay",6,22
-121.94,37.4,5.7,"Group 2 Bay",6,23
-121.94,37.4,5.1,"Group 2 Bay",7,1
-121.94,37.4,5.1,"Group 2 Bay",7,3
-121.94,37.4,5.1,"Group 2 Bay",7,4
-121.94,37.4,5.7,"Group 2 Bay",7,6
-121.94,37.4,5.7,"Group 2 Bay",7,8
-121.94,37.4,6.2,"Group 2 Bay",7,9
-121.94,37.4,8.7,"Group 2 Bay",7,11
-121.94,37.4,7.7,"Group 2 Bay",7,13
-121.94,37.4,8.7,"Group 2 Bay",7,14
-121.94,37.4,8.2,"Group 2 Bay",7,15
-121.94,37.4,9.3,"Group 2 Bay",7,16
-121.94,37.4,8.7,"Group 2 Bay",7,17
-117.2,32.85,3.6,"Group 2 San Diego",4,19
-117.2,32.85,2.9,"Group 2 San Diego",4,20
-117.2,32.85,2.2666666666666666,"Group 2 San Diego",4,21
-117.2,32.85,2.5166666666666666,"Group 2 San Diego",4,22
-117.2,32.85,2.1,"Group 2 San Diego",4,23
-117.2,32.85,2.1,"Group 2 San Diego",5,0
-117.2,32.85,2.1,"Group 2 San Diego",5,1
-117.2,32.85,2.1,"Group 2 San Diego",5,2
-117.2,32.85,2.1,"Group 2 San Diego",5,3
-117.2,32.85,2.9333333333333336,"Group 2 San Diego",5,4
-117.2,32.85,1.7,"Group 2 San Diego",5,5
-117.2,32.85,2.3,"Group 2 San Diego",5,6
-117.2,32.85,1.8,"Group 2 San Diego",5,7
-117.2,32.85,2.35,"Group 2 San Diego",5,8
-117.2,32.85,2.3,"Group 2 San Diego",5,9
-117.2,32.85,2.6,"Group 2 San Diego",5,10
-117.2,32.85,4.265,"Group 2 San Diego",5,11
-117.2,32.85,4.601666666666667,"Group 2 San Diego",5,12
-117.2,32.85,3.35,"Group 2 San Diego",5,13
-117.2,32.85,4.766666666666667,"Group 2 San Diego",5,14
-117.2,32.85,5.6000000000000005,"Group 2 San Diego",5,15
-117.2,32.85,5.7,"Group 2 San Diego",5,16
-117.2,32.85,3.1,"Group 2 San Diego",5,17
-117.2,32.85,4.1,"Group 2 San Diego",5,19
-117.2,32.85,3.1,"Group 2 San Diego",5,21
-117.2,32.85,2.1,"Group 2 San Diego",5,22
-117.2,32.85,2.1,"Group 2 San Diego",6,0
-117.2,32.85,2.1,"Group 2 San Diego",6,2
-117.2,32.85,1.5,"Group 2 San Diego",6,3
-117.2,32.85,2.99,"Group 2 San Diego",6,5
-117.2,32.85,1.5,"Group 2 San Diego",6,7
-117.2,32.85,2.1,"Group 2 San Diego",6,8
-117.2,32.85,2.6,"Group 2 San Diego",6,10
-117.2,32.85,4.1,"Group 2 San Diego",6,12
-117.2,32.85,5.7,"Group 2 San Diego",6,13
-117.2,32.85,2.1,"Group 2 San Diego",6,15
-117.2,32.85,3.6,"Group 2 San Diego",6,17
-117.2,32.85,5.1,"Group 2 San Diego",6,18
-117.2,32.85,2.6,"Group 2 San Diego",6,20
-117.2,32.85,2.6,"Group 2 San Diego",6,22
-117.2,32.85,1.5,"Group 2 San Diego",6,23
-117.2,32.85,2.1,"Group 2 San Diego",7,1
-117.2,32.85,1.5,"Group 2 San Diego",7,3
-117.2,32.85,1.5,"Group 2 San Diego",7,4
-117.2,32.85,2.1,"Group 2 San Diego",7,6
-117.2,32.85,1.5,"Group 2 San Diego",7,8
-117.2,32.85,2.6,"Group 2 San Diego",7,9
-117.2,32.85,1.5,"Group 2 San Diego",7,11
-117.2,32.85,3.1,"Group 2 San Diego",7,13
-117.2,32.85,3.6,"Group 2 San Diego",7,14
-117.2,32.85,5.7,"Group 2 San Diego",7,15
-117.2,32.85,4.6,"Group 2 San Diego",7,16
-117.2,32.85,5.1,"Group 2 San Diego",7,17
-117.196,32.8472,5.1,"Group 2 San Diego",7,18
-117.196,32.8472,6.2,"Group 2 San Diego",7,19
-117.196,32.8472,4.6,"Group 2 San Diego",7,20
-117.223,32.8697,5.1,"Group 20 San Diego",7,18
-117.223,32.8697,6.2,"Group 20 San Diego",7,19
-117.223,32.8697,4.6,"Group 20 San Diego",7,20
-117.22,32.87,3.6,"Group 20 San Diego",4,19
-117.22,32.87,2.3,"Group 20 San Diego",4,20
-117.22,32.87,2.2666666666666666,"Group 20 San Diego",4,21
-117.22,32.87,2.5166666666666666,"Group 20 San Diego",4,22
-117.22,32.87,2.1,"Group 20 San Diego",4,23
-117.22,32.87,2.1,"Group 20 San Diego",5,0
-117.22,32.87,2.1,"Group 20 San Diego",5,1
-117.22,32.87,2.1,"Group 20 San Diego",5,2
-117.22,32.87,2.1,"Group 20 San Diego",5,3
-117.22,32.87,2.9333333333333336,"Group 20 San Diego",5,4
-117.22,32.87,1.7,"Group 20 San Diego",5,5
-117.22,32.87,2.3,"Group 20 San Diego",5,6
-117.22,32.87,1.8,"Group 20 San Diego",5,7
-117.22,32.87,2.35,"Group 20 San Diego",5,8
-117.22,32.87,2.3,"Group 20 San Diego",5,9
-117.22,32.87,2.6,"Group 20 San Diego",5,10
-117.22,32.87,4.3133333333333335,"Group 20 San Diego",5,11
-117.22,32.87,4.61,"Group 20 San Diego",5,12
-117.22,32.87,3.35,"Group 20 San Diego",5,13
-117.22,32.87,4.766666666666667,"Group 20 San Diego",5,14
-117.22,32.87,5.6000000000000005,"Group 20 San Diego",5,15
-117.22,32.87,5.7,"Group 20 San Diego",5,16
-117.22,32.87,3.1,"Group 20 San Diego",5,17
-117.22,32.87,4.1,"Group 20 San Diego",5,19
-117.22,32.87,3.1,"Group 20 San Diego",5,21
-117.22,32.87,2.1,"Group 20 San Diego",5,22
-117.22,32.87,2.1,"Group 20 San Diego",6,0
-117.22,32.87,1.5,"Group 20 San Diego",6,2
-117.22,32.87,1.5,"Group 20 San Diego",6,3
-117.22,32.87,3.06,"Group 20 San Diego",6,5
-117.22,32.87,1.5,"Group 20 San Diego",6,7
-117.22,32.87,2.1,"Group 20 San Diego",6,8
-117.22,32.87,2.6,"Group 20 San Diego",6,10
-117.22,32.87,4.1,"Group 20 San Diego",6,12
-117.22,32.87,5.7,"Group 20 San Diego",6,13
-117.22,32.87,2.1,"Group 20 San Diego",6,15
-117.22,32.87,3.6,"Group 20 San Diego",6,17
-117.22,32.87,5.1,"Group 20 San Diego",6,18
-117.22,32.87,2.6,"Group 20 San Diego",6,20
-117.22,32.87,2.6,"Group 20 San Diego",6,22
-117.22,32.87,1.5,"Group 20 San Diego",6,23
-117.22,32.87,2.1,"Group 20 San Diego",7,1
-117.22,32.87,1.5,"Group 20 San Diego",7,3
-117.22,32.87,1.5,"Group 20 San Diego",7,4
-117.22,32.87,2.1,"Group 20 San Diego",7,6
-117.22,32.87,1.5,"Group 20 San Diego",7,8
-117.22,32.87,2.6,"Group 20 San Diego",7,9
-117.22,32.87,1.5,"Group 20 San Diego",7,11
-117.22,32.87,3.1,"Group 20 San Diego",7,13
-117.22,32.87,3.6,"Group 20 San Diego",7,14
-117.22,32.87,5.7,"Group 20 San Diego",7,15
-117.22,32.87,4.6,"Group 20 San Diego",7,16
-117.22,32.87,5.1,"Group 20 San Diego",7,17
-117.22,32.85,3.6,"Group 22 San Diego",4,19
-117.22,32.85,2.9,"Group 22 San Diego",4,20
-117.22,32.85,2.2666666666666666,"Group 22 San Diego",4,21
-117.22,32.85,2.5166666666666666,"Group 22 San Diego",4,22
-117.22,32.85,2.1,"Group 22 San Diego",4,23
-117.22,32.85,2.1,"Group 22 San Diego",5,0
-117.22,32.85,2.1,"Group 22 San Diego",5,1
-117.22,32.85,2.1,"Group 22 San Diego",5,2
-117.22,32.85,2.1,"Group 22 San Diego",5,3
-117.22,32.85,2.9333333333333336,"Group 22 San Diego",5,4
-117.22,32.85,1.7,"Group 22 San Diego",5,5
-117.22,32.85,2.3,"Group 22 San Diego",5,6
-117.22,32.85,1.8,"Group 22 San Diego",5,7
-117.22,32.85,2.35,"Group 22 San Diego",5,8
-117.22,32.85,2.3,"Group 22 San Diego",5,9
-117.22,32.85,2.6,"Group 22 San Diego",5,10
-117.22,32.85,4.353333333333333,"Group 22 San Diego",5,11
-117.22,32.85,4.62,"Group 22 San Diego",5,12
-117.22,32.85,3.35,"Group 22 San Diego",5,13
-117.22,32.85,4.766666666666667,"Group 22 San Diego",5,14
-117.22,32.85,5.6000000000000005,"Group 22 San Diego",5,15
-117.22,32.85,5.7,"Group 22 San Diego",5,16
-117.22,32.85,3.1,"Group 22 San Diego",5,17
-117.22,32.85,4.1,"Group 22 San Diego",5,19
-117.22,32.85,3.1,"Group 22 San Diego",5,21
-117.22,32.85,2.1,"Group 22 San Diego",5,22
-117.22,32.85,2.1,"Group 22 San Diego",6,0
-117.22,32.85,2.1,"Group 22 San Diego",6,2
-117.22,32.85,1.5,"Group 22 San Diego",6,3
-117.22,32.85,3.08,"Group 22 San Diego",6,5
-117.22,32.85,1.5,"Group 22 San Diego",6,7
-117.22,32.85,2.1,"Group 22 San Diego",6,8
-117.22,32.85,2.6,"Group 22 San Diego",6,10
-117.22,32.85,4.1,"Group 22 San Diego",6,12
-117.22,32.85,5.7,"Group 22 San Diego",6,13
-117.22,32.85,2.1,"Group 22 San Diego",6,15
-117.22,32.85,3.6,"Group 22 San Diego",6,17
-117.22,32.85,5.1,"Group 22 San Diego",6,18
-117.22,32.85,2.6,"Group 22 San Diego",6,20
-117.22,32.85,2.6,"Group 22 San Diego",6,22
-117.22,32.85,1.5,"Group 22 San Diego",6,23
-117.22,32.85,2.1,"Group 22 San Diego",7,1
-117.22,32.85,1.5,"Group 22 San Diego",7,3
-117.22,32.85,1.5,"Group 22 San Diego",7,4
-117.22,32.85,2.1,"Group 22 San Diego",7,6
-117.22,32.85,1.5,"Group 22 San Diego",7,8
-117.22,32.85,2.6,"Group 22 San Diego",7,9
-117.22,32.85,1.5,"Group 22 San Diego",7,11
-117.22,32.85,3.1,"Group 22 San Diego",7,13
-117.22,32.85,3.6,"Group 22 San Diego",7,14
-117.22,32.85,5.7,"Group 22 San Diego",7,15
-117.22,32.85,4.6,"Group 22 San Diego",7,16
-117.22,32.85,5.1,"Group 22 San Diego",7,17
-117.22,32.87,3.6,"Group 22 San Diego",4,19
-117.22,32.87,2.3,"Group 22 San Diego",4,20
-117.22,32.87,2.2666666666666666,"Group 22 San Diego",4,21
-117.22,32.87,2.5166666666666666,"Group 22 San Diego",4,22
-117.22,32.87,2.1,"Group 22 San Diego",4,23
-117.22,32.87,2.1,"Group 22 San Diego",5,0
-117.22,32.87,2.1,"Group 22 San Diego",5,1
-117.22,32.87,2.1,"Group 22 San Diego",5,2
-117.22,32.87,2.1,"Group 22 San Diego",5,3
-117.22,32.87,2.9333333333333336,"Group 22 San Diego",5,4
-117.22,32.87,1.7,"Group 22 San Diego",5,5
-117.22,32.87,2.3,"Group 22 San Diego",5,6
-117.22,32.87,1.8,"Group 22 San Diego",5,7
-117.22,32.87,2.35,"Group 22 San Diego",5,8
-117.22,32.87,2.3,"Group 22 San Diego",5,9
-117.22,32.87,2.6,"Group 22 San Diego",5,10
-117.22,32.87,4.3133333333333335,"Group 22 San Diego",5,11
-117.22,32.87,4.61,"Group 22 San Diego",5,12
-117.22,32.87,3.35,"Group 22 San Diego",5,13
-117.22,32.87,4.766666666666667,"Group 22 San Diego",5,14
-117.22,32.87,5.6000000000000005,"Group 22 San Diego",5,15
-117.22,32.87,5.7,"Group 22 San Diego",5,16
-117.22,32.87,3.1,"Group 22 San Diego",5,17
-117.22,32.87,4.1,"Group 22 San Diego",5,19
-117.22,32.87,3.1,"Group 22 San Diego",5,21
-117.22,32.87,2.1,"Group 22 San Diego",5,22
-117.22,32.87,2.1,"Group 22 San Diego",6,0
-117.22,32.87,1.5,"Group 22 San Diego",6,2
-117.22,32.87,1.5,"Group 22 San Diego",6,3
-117.22,32.87,3.06,"Group 22 San Diego",6,5
-117.22,32.87,1.5,"Group 22 San Diego",6,7
-117.22,32.87,2.1,"Group 22 San Diego",6,8
-117.22,32.87,2.6,"Group 22 San Diego",6,10
-117.22,32.87,4.1,"Group 22 San Diego",6,12
-117.22,32.87,5.7,"Group 22 San Diego",6,13
-117.22,32.87,2.1,"Group 22 San Diego",6,15
-117.22,32.87,3.6,"Group 22 San Diego",6,17
-117.22,32.87,5.1,"Group 22 San Diego",6,18
-117.22,32.87,2.6,"Group 22 San Diego",6,20
-117.22,32.87,2.6,"Group 22 San Diego",6,22
-117.22,32.87,1.5,"Group 22 San Diego",6,23
-117.22,32.87,2.1,"Group 22 San Diego",7,1
-117.22,32.87,1.5,"Group 22 San Diego",7,3
-117.22,32.87,1.5,"Group 22 San Diego",7,4
-117.22,32.87,2.1,"Group 22 San Diego",7,6
-117.22,32.87,1.5,"Group 22 San Diego",7,8
-117.22,32.87,2.6,"Group 22 San Diego",7,9
-117.22,32.87,1.5,"Group 22 San Diego",7,11
-117.22,32.87,3.1,"Group 22 San Diego",7,13
-117.22,32.87,3.6,"Group 22 San Diego",7,14
-117.22,32.87,5.7,"Group 22 San Diego",7,15
-117.22,32.87,4.6,"Group 22 San Diego",7,16
-117.22,32.87,5.1,"Group 22 San Diego",7,17
-117.218,32.869,5.1,"Group 22 San Diego",7,18
-117.218,32.869,6.2,"Group 22 San Diego",7,19
-117.218,32.869,4.6,"Group 22 San Diego",7,20
-117.217,32.8512,5.1,"Group 22 San Diego",7,18
-117.217,32.8512,6.2,"Group 22 San Diego",7,19
-117.217,32.8512,4.6,"Group 22 San Diego",7,20
-118.4,33.79,8.2,"Group 25 LA",7,14
-118.4,33.79,9.3,"Group 25 LA",7,15
-118.4,33.79,10.3,"Group 25 LA",7,16
-118.4,33.79,10.55,"Group 25 LA",7,17
-118.397,33.7947,11.3,"Group 25 LA",7,18
-118.397,33.7947,10.3,"Group 25 LA",7,19
-118.397,33.7947,7.7,"Group 25 LA",7,20
-117.79,33.6962,5.1,"Group 25 LA",7,18
-117.79,33.6962,4.1,"Group 25 LA",7,19
-117.79,33.6962,1.79,"Group 25 LA",7,20
-117.79,33.7,5.1,"Group 25 LA",7,14
-117.79,33.7,2.6,"Group 25 LA",7,15
-117.79,33.7,4.6,"Group 25 LA",7,16
-117.79,33.7,5.1,"Group 25 LA",7,17
-117.25,32.87,3.6,"Group 3 San Diego",4,19
-117.25,32.87,2.3,"Group 3 San Diego",4,20
-117.25,32.87,2.1,"Group 3 San Diego",4,21
-117.25,32.87,2.5166666666666666,"Group 3 San Diego",4,22
-117.25,32.87,2.1,"Group 3 San Diego",4,23
-117.25,32.87,2.1,"Group 3 San Diego",5,0
-117.25,32.87,2.1,"Group 3 San Diego",5,1
-117.25,32.87,2.1,"Group 3 San Diego",5,2
-117.25,32.87,2.1,"Group 3 San Diego",5,3
-117.25,32.87,2.9333333333333336,"Group 3 San Diego",5,4
-117.25,32.87,1.7,"Group 3 San Diego",5,5
-117.25,32.87,2.3,"Group 3 San Diego",5,6
-117.25,32.87,1.8,"Group 3 San Diego",5,7
-117.25,32.87,2.35,"Group 3 San Diego",5,8
-117.25,32.87,2.3,"Group 3 San Diego",5,9
-117.25,32.87,2.6,"Group 3 San Diego",5,10
-117.25,32.87,4.446666666666666,"Group 3 San Diego",5,11
-117.25,32.87,4.636666666666667,"Group 3 San Diego",5,12
-117.25,32.87,3.35,"Group 3 San Diego",5,13
-117.25,32.87,4.766666666666667,"Group 3 San Diego",5,14
-117.25,32.87,5.6000000000000005,"Group 3 San Diego",5,15
-117.25,32.87,5.7,"Group 3 San Diego",5,16
-117.25,32.87,3.1,"Group 3 San Diego",5,17
-117.25,32.87,4.1,"Group 3 San Diego",5,19
-117.25,32.87,3.1,"Group 3 San Diego",5,21
-117.25,32.87,2.1,"Group 3 San Diego",5,22
-117.25,32.87,2.1,"Group 3 San Diego",6,0
-117.25,32.87,1.5,"Group 3 San Diego",6,2
-117.25,32.87,1.5,"Group 3 San Diego",6,3
-117.25,32.87,3.22,"Group 3 San Diego",6,5
-117.25,32.87,1.5,"Group 3 San Diego",6,7
-117.25,32.87,2.1,"Group 3 San Diego",6,8
-117.25,32.87,2.6,"Group 3 San Diego",6,10
-117.25,32.87,4.1,"Group 3 San Diego",6,12
-117.25,32.87,5.7,"Group 3 San Diego",6,13
-117.25,32.87,2.1,"Group 3 San Diego",6,15
-117.25,32.87,3.6,"Group 3 San Diego",6,17
-117.25,32.87,5.1,"Group 3 San Diego",6,18
-117.25,32.87,2.6,"Group 3 San Diego",6,20
-117.25,32.87,2.6,"Group 3 San Diego",6,22
-117.25,32.87,1.5,"Group 3 San Diego",6,23
-117.25,32.87,2.1,"Group 3 San Diego",7,1
-117.25,32.87,1.5,"Group 3 San Diego",7,3
-117.25,32.87,1.5,"Group 3 San Diego",7,4
-117.25,32.87,2.1,"Group 3 San Diego",7,6
-117.25,32.87,1.5,"Group 3 San Diego",7,8
-117.25,32.87,2.6,"Group 3 San Diego",7,9
-117.25,32.87,1.5,"Group 3 San Diego",7,11
-117.25,32.87,3.1,"Group 3 San Diego",7,13
-117.25,32.87,3.6,"Group 3 San Diego",7,14
-117.25,32.87,5.7,"Group 3 San Diego",7,15
-117.25,32.87,4.6,"Group 3 San Diego",7,16
-117.25,32.87,5.1,"Group 3 San Diego",7,17
-117.248,32.8668,5.1,"Group 3 San Diego",7,18
-117.248,32.8668,6.2,"Group 3 San Diego",7,19
-117.248,32.8668,4.6,"Group 3 San Diego",7,20
-117.24,32.87,3.6,"Group 3 San Diego",4,19
-117.24,32.87,2.3,"Group 3 San Diego",4,20
-117.24,32.87,2.1,"Group 3 San Diego",4,21
-117.24,32.87,2.5166666666666666,"Group 3 San Diego",4,22
-117.24,32.87,2.1,"Group 3 San Diego",4,23
-117.24,32.87,2.1,"Group 3 San Diego",5,0
-117.24,32.87,2.1,"Group 3 San Diego",5,1
-117.24,32.87,2.1,"Group 3 San Diego",5,2
-117.24,32.87,2.1,"Group 3 San Diego",5,3
-117.24,32.87,2.9333333333333336,"Group 3 San Diego",5,4
-117.24,32.87,1.7,"Group 3 San Diego",5,5
-117.24,32.87,2.3,"Group 3 San Diego",5,6
-117.24,32.87,1.8,"Group 3 San Diego",5,7
-117.24,32.87,2.35,"Group 3 San Diego",5,8
-117.24,32.87,2.3,"Group 3 San Diego",5,9
-117.24,32.87,2.6,"Group 3 San Diego",5,10
-117.24,32.87,4.405,"Group 3 San Diego",5,11
-117.24,32.87,4.628333333333334,"Group 3 San Diego",5,12
-117.24,32.87,3.35,"Group 3 San Diego",5,13
-117.24,32.87,4.766666666666667,"Group 3 San Diego",5,14
-117.24,32.87,5.6000000000000005,"Group 3 San Diego",5,15
-117.24,32.87,5.7,"Group 3 San Diego",5,16
-117.24,32.87,3.1,"Group 3 San Diego",5,17
-117.24,32.87,4.1,"Group 3 San Diego",5,19
-117.24,32.87,3.1,"Group 3 San Diego",5,21
-117.24,32.87,2.1,"Group 3 San Diego",5,22
-117.24,32.87,2.1,"Group 3 San Diego",6,0
-117.24,32.87,1.5,"Group 3 San Diego",6,2
-117.24,32.87,1.5,"Group 3 San Diego",6,3
-117.24,32.87,3.16,"Group 3 San Diego",6,5
-117.24,32.87,1.5,"Group 3 San Diego",6,7
-117.24,32.87,2.1,"Group 3 San Diego",6,8
-117.24,32.87,2.6,"Group 3 San Diego",6,10
-117.24,32.87,4.1,"Group 3 San Diego",6,12
-117.24,32.87,5.7,"Group 3 San Diego",6,13
-117.24,32.87,2.1,"Group 3 San Diego",6,15
-117.24,32.87,3.6,"Group 3 San Diego",6,17
-117.24,32.87,5.1,"Group 3 San Diego",6,18
-117.24,32.87,2.6,"Group 3 San Diego",6,20
-117.24,32.87,2.6,"Group 3 San Diego",6,22
-117.24,32.87,1.5,"Group 3 San Diego",6,23
-117.24,32.87,2.1,"Group 3 San Diego",7,1
-117.24,32.87,1.5,"Group 3 San Diego",7,3
-117.24,32.87,1.5,"Group 3 San Diego",7,4
-117.24,32.87,2.1,"Group 3 San Diego",7,6
-117.24,32.87,1.5,"Group 3 San Diego",7,8
-117.24,32.87,2.6,"Group 3 San Diego",7,9
-117.24,32.87,1.5,"Group 3 San Diego",7,11
-117.24,32.87,3.1,"Group 3 San Diego",7,13
-117.24,32.87,3.6,"Group 3 San Diego",7,14
-117.24,32.87,5.7,"Group 3 San Diego",7,15
-117.24,32.87,4.6,"Group 3 San Diego",7,16
-117.24,32.87,5.1,"Group 3 San Diego",7,17
-117.238,32.8657,5.1,"Group 3 San Diego",7,18
-117.238,32.8657,6.2,"Group 3 San Diego",7,19
-117.238,32.8657,4.6,"Group 3 San Diego",7,20
-122.01,37.39,4.6,"Group 4 Bay",4,19
-122.01,37.39,4.6,"Group 4 Bay",4,20
-122.01,37.39,3.35,"Group 4 Bay",4,21
-122.01,37.39,1.9666666666666668,"Group 4 Bay",4,22
-122.01,37.39,3.478,"Group 4 Bay",4,23
-122.01,37.39,2.6,"Group 4 Bay",5,0
-122.01,37.39,3.016666666666667,"Group 4 Bay",5,1
-122.01,37.39,1.9833333333333334,"Group 4 Bay",5,2
-122.01,37.39,2.0433333333333334,"Group 4 Bay",5,3
-122.01,37.39,2.306666666666666,"Group 4 Bay",5,4
-122.01,37.39,2.2449999999999997,"Group 4 Bay",5,5
-122.01,37.39,2.2899999999999996,"Group 4 Bay",5,6
-122.01,37.39,1.5,"Group 4 Bay",5,7
-122.01,37.39,3.5666666666666664,"Group 4 Bay",5,8
-122.01,37.39,5.933333333333334,"Group 4 Bay",5,9
-122.01,37.39,4.12,"Group 4 Bay",5,10
-122.01,37.39,3.6,"Group 4 Bay",5,11
-122.01,37.39,5.666666666666667,"Group 4 Bay",5,12
-122.01,37.39,7.366666666666667,"Group 4 Bay",5,13
-122.01,37.39,8.033333333333333,"Group 4 Bay",5,14
-122.01,37.39,8.533333333333333,"Group 4 Bay",5,15
-122.01,37.39,8.7,"Group 4 Bay",5,16
-122.01,37.39,7.7,"Group 4 Bay",5,17
-122.01,37.39,6.2,"Group 4 Bay",5,19
-122.01,37.39,5.1,"Group 4 Bay",5,21
-122.01,37.39,3.6,"Group 4 Bay",5,22
-122.01,37.39,2.1,"Group 4 Bay",6,0
-122.01,37.39,1.32,"Group 4 Bay",6,2
-122.01,37.39,0.99,"Group 4 Bay",6,3
-122.01,37.39,1.02,"Group 4 Bay",6,5
-122.01,37.39,1.34,"Group 4 Bay",6,7
-122.01,37.39,2.71,"Group 4 Bay",6,8
-122.01,37.39,2.1,"Group 4 Bay",6,10
-122.01,37.39,2.6,"Group 4 Bay",6,12
-122.01,37.39,7.2,"Group 4 Bay",6,13
-122.01,37.39,8.2,"Group 4 Bay",6,15
-122.01,37.39,6.7,"Group 4 Bay",6,17
-122.01,37.39,7.7,"Group 4 Bay",6,18
-122.01,37.39,1.34,"Group 4 Bay",6,20
-122.01,37.39,0.45,"Group 4 Bay",6,22
-122.01,37.39,4.1,"Group 4 Bay",6,23
-122.01,37.39,4.1,"Group 4 Bay",7,1
-122.01,37.39,2.6,"Group 4 Bay",7,3
-122.01,37.39,3.6,"Group 4 Bay",7,4
-122.01,37.39,2.6,"Group 4 Bay",7,6
-122.01,37.39,3.6,"Group 4 Bay",7,8
-122.01,37.39,6.2,"Group 4 Bay",7,9
-122.01,37.39,8.7,"Group 4 Bay",7,11
-122.01,37.39,7.7,"Group 4 Bay",7,13
-122.01,37.39,8.7,"Group 4 Bay",7,14
-122.01,37.39,8.2,"Group 4 Bay",7,15
-122.01,37.39,9.3,"Group 4 Bay",7,16
-122.01,37.39,8.7,"Group 4 Bay",7,17
-122.007,37.3877,8.7,"Group 4 Bay",7,18
-122.007,37.3877,9.3,"Group 4 Bay",7,19
-122.007,37.3877,9.8,"Group 4 Bay",7,20
-118.352,34.2192,5.1,"Group 5 LA",7,18
-118.352,34.2192,7.7,"Group 5 LA",7,19
-118.352,34.2192,8.7,"Group 5 LA",7,20
-118.35,34.22,3.6,"Group 5 LA",7,14
-118.35,34.22,6.7,"Group 5 LA",7,15
-118.35,34.22,6.7,"Group 5 LA",7,16
-118.35,34.22,5.1,"Group 5 LA",7,17
-117.212,32.856,5.1,"Group 5 San Diego",7,18
-117.212,32.856,6.2,"Group 5 San Diego",7,19
-117.212,32.856,4.6,"Group 5 San Diego",7,20
-117.21,32.86,3.6,"Group 5 San Diego",4,19
-117.21,32.86,2.3,"Group 5 San Diego",4,20
-117.21,32.86,2.2666666666666666,"Group 5 San Diego",4,21
-117.21,32.86,2.5166666666666666,"Group 5 San Diego",4,22
-117.21,32.86,2.1,"Group 5 San Diego",4,23
-117.21,32.86,2.1,"Group 5 San Diego",5,0
-117.21,32.86,2.1,"Group 5 San Diego",5,1
-117.21,32.86,2.1,"Group 5 San Diego",5,2
-117.21,32.86,2.1,"Group 5 San Diego",5,3
-117.21,32.86,2.9333333333333336,"Group 5 San Diego",5,4
-117.21,32.86,1.7,"Group 5 San Diego",5,5
-117.21,32.86,2.3,"Group 5 San Diego",5,6
-117.21,32.86,1.8,"Group 5 San Diego",5,7
-117.21,32.86,2.35,"Group 5 San Diego",5,8
-117.21,32.86,2.3,"Group 5 San Diego",5,9
-117.21,32.86,2.6,"Group 5 San Diego",5,10
-117.21,32.86,4.288333333333333,"Group 5 San Diego",5,11
